Document ID,Agency ID,Docket ID,Tracking Number,Document Type,Posted Date,Is Withdrawn?,Federal Register Number,FR Citation,Title,Comment Start Date,Comment Due Date,Allow Late Comments,Comment on Document ID,Effective Date,Implementation Date,Postmark Date,Received Date,Author Date,Related RIN(s),Authors,CFR,Abstract,Legacy ID,Media,Document Subtype,Exhibit Location,Exhibit Type,Additional Field 1,Additional Field 2,Topics,Duplicate Comments,OMB/PRA Approval Number,Page Count,Page Length,Paper Width,Special Instructions,Source Citation,Start End Page,Subject,First Name,Last Name,City,State/Province,Zip/Postal Code,Country,Organization Name,Submitter Representative,Representative's Address,"Representative's City, State & Zip",Government Agency,Government Agency Type,Comment,Category,Restrict Reason Type,Restrict Reason,Reason Withdrawn,Content Files,Attachment Files,"Display Properties (Name, Label, Tooltip)"
"USCG-2022-0222-2734","USCG","USCG-2022-0222",,"Rule",2023-08-11T04:00Z,false,"2023-17413","88 FR 54488","Drawbridge Operation: Okeechobee Waterway, Stuart, FL",,,false,,,,,2023-08-11T04:00Z,,,,"33 CFR Part 117",,,,,,,,,,,,2,,,,,"54488 - 54489",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0222-2734/content.pdf,https://downloads.regulations.gov/USCG-2022-0222-2734/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0222-2946","USCG","USCG-2022-0222",,"Rule",2023-11-07T05:00Z,false,"2023-24528","88 FR 76666","Drawbridge Operation Regulation; Okeechobee Waterway, Stuart, FL",2023-11-07T05:00Z,2023-12-01T04:59:59Z,false,,,,,2023-11-07T05:00Z,,,,"33 CFR Part 117",,,,,,,,,,,,2,,,,,"76666 - 76667",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0222-2946/content.pdf,https://downloads.regulations.gov/USCG-2022-0222-2946/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0222-2951","USCG","USCG-2022-0222",,"Rule",2023-12-07T05:00Z,false,"2023-26850","88 FR 85111","Drawbridge Operation Regulation; Okeechobee Waterway, Stuart, FL",,,false,,,,,2023-12-07T05:00Z,,,,"33 CFR Part 117",,,,,,,,,,,,2,,,,,"85111 - 85112",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0222-2951/content.pdf,https://downloads.regulations.gov/USCG-2022-0222-2951/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0222-2952","USCG","USCG-2022-0222",,"Rule",2024-02-06T05:00Z,false,"2024-02389","89 FR 8074","Drawbridge Operation Regulation; Okeechobee Waterway, Stuart, FL",2024-02-06T05:00Z,2024-05-07T03:59:59Z,false,,,,,2024-02-06T05:00Z,,,,"33 CFR Part 117",,,,,,,,,,,,2,,,,,"8074 - 8075",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0222-2952/content.pdf,https://downloads.regulations.gov/USCG-2022-0222-2952/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0237-0009","USCG","USCG-2022-0237",,"Rule",2023-08-30T04:00Z,false,"2023-18739","88 FR 59799","Drawbridge Operation Regulation; Keweenaw Waterway, Between Houghton and Hancock, MI",,,false,,,,,2023-08-30T04:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,2,,,,,"59799 - 59800",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0237-0009/content.pdf,https://downloads.regulations.gov/USCG-2022-0237-0009/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0303-0003","USCG","USCG-2022-0303",,"Rule",2023-05-05T04:00Z,false,"2023-09574","88 FR 28989","Drawbridge Operation Regulation; Trail Creek, Michigan City, IN",,,false,,,,,2023-05-05T04:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,3,,,,,"28989 - 28991",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0303-0003/content.pdf,https://downloads.regulations.gov/USCG-2022-0303-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0313-0004","USCG","USCG-2022-0313",,"Rule",2023-04-11T04:00Z,false,"2023-07589","88 FR 21472","Safety Zone; Vito Floating Production System, Outer Continental Shelf Facility, Mississippi Canyon Block 939, Gulf of Mexico",2023-04-11T04:00Z,,false,,,,,2023-04-11T04:00Z,,,,"33 CFR Part 147",,,,,,,,,"Continental Shelf,Marine Safety,Navigation (Water)",,,3,,,,,"21472 - 21474",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0313-0004/content.pdf,https://downloads.regulations.gov/USCG-2022-0313-0004/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0327-0002","USCG","USCG-2022-0327",,"Rule",2023-11-21T05:00Z,false,"2023-25026","88 FR 81184","2022 Liquid Chemical Categorization Updates",,,false,,,,,2023-11-21T05:00Z,,,,"46 CFR Parts 30 and 150",,,,,,,,,"Marine Safety,Occupational Safety and Health,Cargo Vessels,Foreign Relations,Hazardous Materials Transportation,Penalties,Reporting and Recordkeeping Requirements,Seamen",,,51,,,,,"81184 - 81234",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0327-0002/content.pdf,https://downloads.regulations.gov/USCG-2022-0327-0002/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0327-0006","USCG","USCG-2022-0327",,"Rule",2023-12-29T05:00Z,false,"C1-2023-25026","88 FR 90126","2022 Liquid Chemical Categorization Updates",,,false,,,,,2023-12-29T05:00Z,,,,"46 CFR Parts 30 and 150",,,,,,,,,,,,2,,,,,"90126 - 90127",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0327-0006/content.pdf,https://downloads.regulations.gov/USCG-2022-0327-0006/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0371-0331","USCG","USCG-2022-0371",,"Rule",2023-05-11T04:00Z,false,"2023-10096","88 FR 30231","Drawbridge Operation Regulation; Atlantic Intracoastal Waterway (AICW) and Miami Beach Channel, Miami, FL",,,false,,,,,2023-05-11T04:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,3,,,,,"30231 - 30233",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0371-0331/content.pdf,https://downloads.regulations.gov/USCG-2022-0371-0331/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0476-0001","USCG","USCG-2022-0476",,"Rule",2023-04-11T04:00Z,false,"2023-07593","88 FR 21470","Safety Zone; Heidelberg Spar Outer Continental Shelf Facility, Green Canyon Block 860, Gulf of Mexico",,,false,,,,,2023-04-11T04:00Z,,,,"33 CFR Part 147",,,,,,,,,,,,3,,,,,"21470 - 21472",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0476-0001/content.pdf,https://downloads.regulations.gov/USCG-2022-0476-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0518-0002","USCG","USCG-2022-0518",,"Rule",2024-01-24T05:00Z,false,"2024-01358","89 FR 4551","Drawbridge Operation Regulation; Saugatuck River, Westport, CT",,,false,,,,,2024-01-24T05:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,3,,,,,"4551 - 4553",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0518-0002/content.pdf,https://downloads.regulations.gov/USCG-2022-0518-0002/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0519-0002","USCG","USCG-2022-0519",,"Rule",2024-01-24T05:00Z,false,"2024-01359","89 FR 4548","Drawbridge Operation Regulation; Housatonic River, Stratford, CT",,,false,,,,,2024-01-24T05:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,3,,,,,"4548 - 4550",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0519-0002/content.pdf,https://downloads.regulations.gov/USCG-2022-0519-0002/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0520-0003","USCG","USCG-2022-0520",,"Rule",2024-01-24T05:00Z,false,"2024-01360","89 FR 4550","Drawbridge Operation Regulation; Mianus River, Greenwich, CT",,,false,,,,,2024-01-24T05:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,2,,,,,"4550 - 4551",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0520-0003/content.pdf,https://downloads.regulations.gov/USCG-2022-0520-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0726-0001","USCG","USCG-2022-0726",,"Rule",2023-11-22T05:00Z,false,,,"Safety Zone; Hylebos Waterway, Tacoma, WA",2023-11-22T05:00Z,,false,,,,,2023-11-22T05:00Z,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0726-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0891-0001","USCG","USCG-2022-0891",,"Rule",2023-08-25T04:00Z,false,"2023-18324","88 FR 58102","Drawbridge Operation Regulation; Mill Neck Creek, Bayville, NY",2023-08-25T04:00Z,2023-09-26T03:59:59Z,false,,,,,2023-08-25T04:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,3,,,,,"58102 - 58104",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0891-0001/content.pdf,https://downloads.regulations.gov/USCG-2022-0891-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0927-0004","USCG","USCG-2022-0927",,"Rule",2023-04-04T04:00Z,false,"2023-06934","88 FR 19857","Special Local Regulations; Sector Ohio Valley Annual and Recurring Special Local Regulations",,,false,,,,,2023-04-04T04:00Z,,,,"33 CFR Part 100",,,,,,,,,"Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Waterways",,,6,,,,,"19857 - 19862",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0927-0004/content.pdf,https://downloads.regulations.gov/USCG-2022-0927-0004/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0928-0003","USCG","USCG-2022-0928",,"Rule",2023-03-30T04:00Z,false,"2023-06521","88 FR 18993","Safety Zones; Coast Guard Sector Ohio Valley Annual and Recurring Safety Zones Update",,,false,,,,,2023-03-30T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,6,,,,,"18993 - 18998",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0928-0003/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0962-0003","USCG","USCG-2022-0962",,"Rule",2024-03-08T05:00Z,false,"2024-05008","89 FR 16693","Regulated Navigation Area; Tampa Bay, Tampa, FL",,,false,,,,,2024-03-08T05:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"16693 - 16695",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0962-0003/content.pdf,https://downloads.regulations.gov/USCG-2022-0962-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0989-0002","USCG","USCG-2022-0989",,"Rule",2023-06-02T04:00Z,false,"2023-11824","88 FR 36241","Drawbridge Operation Regulation; Chicago River, Chicago, IL",,,false,,,,,2023-06-02T04:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,3,,,,,"36241 - 36243",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0989-0002/content.pdf,https://downloads.regulations.gov/USCG-2022-0989-0002/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0991-0001","USCG","USCG-2022-0991",,"Rule",2023-08-29T04:00Z,false,,,"Safety Zones; Annual Events in the Captain of the Port Detroit Zone",2023-08-29T04:00Z,,false,,,,,2023-08-29T04:00Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0991-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-0991-0002","USCG","USCG-2022-0991",,"Rule",2023-08-29T04:00Z,false,,,"Safety Zones; Annual Events in the Captain of the Port Detroit Zone",2023-08-29T04:00Z,,false,,,,,2023-08-29T04:00Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-0991-0002/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-1003-0001","USCG","USCG-2022-1003",,"Rule",2023-08-29T04:00Z,false,,,"Security Zone; Ohio River, Miles 469 to 473, Cincinnati, OH",2023-08-29T04:00Z,,false,,,,,2023-08-29T04:00Z,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-1003-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-1006-0001","USCG","USCG-2022-1006",,"Rule",2023-08-29T04:00Z,false,,,"Special Local Regulations; Recurring Marine Events, Sector St. Peterburg",2023-08-29T04:00Z,,false,,,,,2023-08-29T04:00Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-1006-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2022-1008-0001","USCG","USCG-2022-1008",,"Rule",2023-08-29T04:00Z,false,,,"Safety Zone; Corpus Christi Shipping Channel, Corpus Christi, TX",2023-08-29T04:00Z,,false,,,,,2023-08-29T04:00Z,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2022-1008-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0001-0002","USCG","USCG-2023-0001",,"Rule",2023-06-13T04:00Z,false,"2023-12558","88 FR 38398","Special Local Regulation and Safety Zone: Recurring Marine Events, Fireworks Displays, and Swim Events Held in the Coast Guard Sector Long Island Sound Zone",,,false,,,,,2023-06-13T04:00Z,,,,"33 CFR Parts 100 and 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,9,,,,,"38398 - 38406",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0001-0002/content.pdf,https://downloads.regulations.gov/USCG-2023-0001-0002/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0003-0001","USCG","USCG-2023-0003",,"Rule",2023-11-22T05:00Z,false,,,"Emergency Safety Zone; Golden Gate Bridge Threat, San Francisco, CA",2023-11-22T05:00Z,,false,,,,,2023-11-22T05:00Z,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0003-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0004-0001","USCG","USCG-2023-0004",,"Rule",2023-09-20T04:00Z,false,"2023-20443","88 FR 64817","Safety Zone; Pacific Ocean; Santa Catalina Island, California",,,false,,,,,2023-09-20T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"64817 - 64819",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0004-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0004-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0009-0001","USCG","USCG-2023-0009",,"Rule",2023-05-18T04:00Z,false,"2023-10718","88 FR 31622","Safety Zone; Chinese Harbor; Santa Cruz Island, California",,,false,,,,,2023-05-18T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,2,,,,,"31622 - 31623",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0009-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0009-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0015-0002","USCG","USCG-2023-0015",,"Rule",2023-06-07T04:00Z,false,"2023-12171","88 FR 37145","Special Local Regulation; Horsepower on the Hudson, Hudson River, Castleton-on-Hudson, NY",,,false,,,,,2023-06-07T04:00Z,,,,"33 CFR Part 100",,,,,,,,,"Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Waterways",,,3,,,,,"37145 - 37147",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0015-0002/content.pdf,https://downloads.regulations.gov/USCG-2023-0015-0002/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0016-0001","USCG","USCG-2023-0016",,"Rule",2023-08-29T04:00Z,false,,,"Security Zone; VIP Visit, Miami Beach, FL",2023-08-29T04:00Z,,false,,,,,2023-08-29T04:00Z,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0016-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0021-0001","USCG","USCG-2023-0021",,"Rule",2023-11-22T05:00Z,false,,,"Safety Zone, Monongahela River Mile, Greene County, PA",2023-11-22T05:00Z,,false,,,,,2023-11-22T05:00Z,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0021-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0040-0002","USCG","USCG-2023-0040",,"Rule",2023-03-28T04:00Z,false,"2023-06385","88 FR 18225","Special Local Regulation; Bonita Tideway, Brigantine, NJ",,,false,,,,,2023-03-28T04:00Z,,,,"33 CFR Part 100",,,,,,,,,"Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Waterways",,,3,,,,,"18225 - 18227",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0040-0002/content.pdf,https://downloads.regulations.gov/USCG-2023-0040-0002/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0043-0001","USCG","USCG-2023-0043",,"Rule",2023-08-28T04:00Z,false,"2023-18555","88 FR 58500","Safety Zone, Illinois River MM 165.5 Peoria, IL",,,false,,,,,2023-08-28T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"58500 - 58502",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0043-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0043-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0050-0003","USCG","USCG-2023-0050",,"Rule",2023-05-12T04:00Z,false,"2023-10138","88 FR 30650","Safety Zone; Gallants Channel, Beaufort, NC",,,false,,,,,2023-05-12T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"30650 - 30652",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0050-0003/content.pdf,https://downloads.regulations.gov/USCG-2023-0050-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0052-0003","USCG","USCG-2023-0052",,"Rule",2023-11-17T05:00Z,false,"2023-25461","88 FR 80132","Safety Zone; Hurricanes, Tropical Storms, and Other Storms With High Winds; Captain of the Port Zone Sector North Carolina",,,false,,,,,2023-11-17T05:00Z,,,,"33 CFR Part 165",,,,,,,,,"Marine Safety,Security Measures,Waterways",,,3,,,,,"80132 - 80134",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0052-0003/content.pdf,https://downloads.regulations.gov/USCG-2023-0052-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0054-0001","USCG","USCG-2023-0054",,"Rule",2023-06-26T04:00Z,false,"2023-13479","88 FR 41320","Safety Zone; Atlantic Intracoastal Waterway, Swansboro, NC",,,false,,,,,2023-06-26T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,1,,,,,"41320 - 41320",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0054-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0054-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0059-0003","USCG","USCG-2023-0059",,"Rule",2023-05-23T04:00Z,false,"2023-10935","88 FR 32968","Regulated Navigation Area; Hampton Roads, VA",,,false,,,,,2023-05-23T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,5,,,,,"32968 - 32972",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0059-0003/content.pdf,https://downloads.regulations.gov/USCG-2023-0059-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
